user_id,perk,group
513058,Free Cancellation,Business Breeze
513089,1 Night with Hotel Meal Free,Long Term Lodgers
513090,1 Extra Bag with VIP Lounge,Elite Flyers
513091,20% off on First Booking,High Intent Visitors
513093,Free Cancellation,Business Breeze
513096,1 Extra Bag with VIP Lounge,Elite Flyers
513103,Jet Miles Points,Frequent Travellers
513126,Free Cancellation,Business Breeze
513138,20% off on First Booking,High Intent Visitors
513164,Loyalty Rewards,Minimal Discount Seekers
513206,20% off on First Booking,High Intent Visitors
513216,Free Cancellation,Business Breeze
513220,Free Cancellation,Business Breeze
513221,1 Extra Bag with VIP Lounge,Elite Flyers
513227,Loyalty Rewards,Minimal Discount Seekers
513233,Loyalty Rewards,Minimal Discount Seekers
513236,Free Cancellation,Business Breeze
513237,Loyalty Rewards,Minimal Discount Seekers
513241,20% off on First Booking,High Intent Visitors
513242,Loyalty Rewards,Minimal Discount Seekers
513259,Loyalty Rewards,Minimal Discount Seekers
513261,20% off on First Booking,High Intent Visitors
513289,20% off on First Booking,High Intent Visitors
513296,Jet Miles Points,Frequent Travellers
513317,20% off on First Booking,High Intent Visitors
513322,Jet Miles Points,Frequent Travellers
513338,Loyalty Rewards,Minimal Discount Seekers
513339,1 Extra Bag with VIP Lounge,Elite Flyers
513345,20% off on First Booking,High Intent Visitors
513347,Loyalty Rewards,Minimal Discount Seekers
513366,Jet Miles Points,Frequent Travellers
513381,Loyalty Rewards,Minimal Discount Seekers
513387,Free Cancellation,Business Breeze
513397,Jet Miles Points,Frequent Travellers
513402,Loyalty Rewards,Minimal Discount Seekers
513408,1 Extra Bag with VIP Lounge,Elite Flyers
513422,Loyalty Rewards,Minimal Discount Seekers
513425,20% off on First Booking,High Intent Visitors
513438,1 Night with Hotel Meal Free,Long Term Lodgers
513441,20% off on First Booking,High Intent Visitors
513470,20% off on First Booking,High Intent Visitors
513495,1 Night with Hotel Meal Free,Long Term Lodgers
513497,Loyalty Rewards,Minimal Discount Seekers
513509,Loyalty Rewards,Minimal Discount Seekers
513543,Loyalty Rewards,Minimal Discount Seekers
513546,20% off on First Booking,High Intent Visitors
513555,Free Cancellation,Business Breeze
513568,1 Extra Bag with VIP Lounge,Elite Flyers
513569,Exclusive Discount,Budget Consious
513582,Loyalty Rewards,Minimal Discount Seekers
513602,20% off on First Booking,High Intent Visitors
513611,Loyalty Rewards,Minimal Discount Seekers
513613,Loyalty Rewards,Minimal Discount Seekers
513620,Loyalty Rewards,Minimal Discount Seekers
513625,1 Extra Bag with VIP Lounge,Elite Flyers
513627,Free Cancellation,Business Breeze
513628,Loyalty Rewards,Minimal Discount Seekers
513638,Jet Miles Points,Frequent Travellers
513659,Loyalty Rewards,Minimal Discount Seekers
513661,20% off on First Booking,High Intent Visitors
513683,Jet Miles Points,Frequent Travellers
513714,Loyalty Rewards,Minimal Discount Seekers
513721,Free Cancellation,Business Breeze
513742,20% off on First Booking,High Intent Visitors
513761,Jet Miles Points,Frequent Travellers
513776,Loyalty Rewards,Minimal Discount Seekers
513787,Jet Miles Points,Frequent Travellers
513791,Jet Miles Points,Frequent Travellers
513796,1 Night with Hotel Meal Free,Long Term Lodgers
513800,20% off on First Booking,High Intent Visitors
513807,1 Extra Bag with VIP Lounge,Elite Flyers
513823,20% off on First Booking,High Intent Visitors
513826,Jet Miles Points,Frequent Travellers
513844,1 Extra Bag with VIP Lounge,Elite Flyers
513853,Loyalty Rewards,Minimal Discount Seekers
513856,1 Night with Hotel Meal Free,Long Term Lodgers
513860,Loyalty Rewards,Minimal Discount Seekers
513869,1 Night with Hotel Meal Free,Long Term Lodgers
513875,1 Extra Bag with VIP Lounge,Elite Flyers
513917,Loyalty Rewards,Minimal Discount Seekers
513926,Jet Miles Points,Frequent Travellers
513933,Jet Miles Points,Frequent Travellers
513953,Loyalty Rewards,Minimal Discount Seekers
513956,Jet Miles Points,Frequent Travellers
513964,Jet Miles Points,Frequent Travellers
513967,Jet Miles Points,Frequent Travellers
513995,Free Cancellation,Business Breeze
514002,Free Cancellation,Business Breeze
514003,Jet Miles Points,Frequent Travellers
514021,20% off on First Booking,High Intent Visitors
514023,Loyalty Rewards,Minimal Discount Seekers
514053,1 Night with Hotel Meal Free,Long Term Lodgers
514071,Jet Miles Points,Frequent Travellers
514076,1 Night with Hotel Meal Free,Long Term Lodgers
514113,Loyalty Rewards,Minimal Discount Seekers
514132,Free Cancellation,Business Breeze
514133,Loyalty Rewards,Minimal Discount Seekers
514164,Free Cancellation,Business Breeze
514167,Loyalty Rewards,Minimal Discount Seekers
514206,Loyalty Rewards,Minimal Discount Seekers
514208,Loyalty Rewards,Minimal Discount Seekers
514210,Loyalty Rewards,Minimal Discount Seekers
514215,Jet Miles Points,Frequent Travellers
514235,Loyalty Rewards,Minimal Discount Seekers
514261,Free Cancellation,Business Breeze
514275,Loyalty Rewards,Minimal Discount Seekers
514289,20% off on First Booking,High Intent Visitors
514300,Free Cancellation,Business Breeze
514315,Loyalty Rewards,Minimal Discount Seekers
514318,Jet Miles Points,Frequent Travellers
514324,Loyalty Rewards,Minimal Discount Seekers
514337,Loyalty Rewards,Minimal Discount Seekers
514342,Jet Miles Points,Frequent Travellers
514344,Free Cancellation,Business Breeze
514370,Jet Miles Points,Frequent Travellers
514384,1 Extra Bag with VIP Lounge,Elite Flyers
514395,Loyalty Rewards,Minimal Discount Seekers
514457,Jet Miles Points,Frequent Travellers
514460,Loyalty Rewards,Minimal Discount Seekers
514461,1 Night with Hotel Meal Free,Long Term Lodgers
514501,20% off on First Booking,High Intent Visitors
514503,20% off on First Booking,High Intent Visitors
514515,1 Extra Bag with VIP Lounge,Elite Flyers
514526,Jet Miles Points,Frequent Travellers
514551,20% off on First Booking,High Intent Visitors
514586,Loyalty Rewards,Minimal Discount Seekers
514589,Loyalty Rewards,Minimal Discount Seekers
514617,Jet Miles Points,Frequent Travellers
514623,Loyalty Rewards,Minimal Discount Seekers
514627,Jet Miles Points,Frequent Travellers
514638,Jet Miles Points,Frequent Travellers
514639,20% off on First Booking,High Intent Visitors
514642,20% off on First Booking,High Intent Visitors
514660,Jet Miles Points,Frequent Travellers
514675,Loyalty Rewards,Minimal Discount Seekers
514682,Jet Miles Points,Frequent Travellers
514684,20% off on First Booking,High Intent Visitors
514689,Loyalty Rewards,Minimal Discount Seekers
514737,Jet Miles Points,Frequent Travellers
514785,Loyalty Rewards,Minimal Discount Seekers
514810,Loyalty Rewards,Minimal Discount Seekers
514830,Loyalty Rewards,Minimal Discount Seekers
514867,Jet Miles Points,Frequent Travellers
514876,20% off on First Booking,High Intent Visitors
514892,Jet Miles Points,Frequent Travellers
514893,20% off on First Booking,High Intent Visitors
514899,Free Cancellation,Business Breeze
514925,1 Night with Hotel Meal Free,Long Term Lodgers
514926,Loyalty Rewards,Minimal Discount Seekers
514931,20% off on First Booking,High Intent Visitors
514944,Loyalty Rewards,Minimal Discount Seekers
514951,1 Extra Bag with VIP Lounge,Elite Flyers
514953,1 Night with Hotel Meal Free,Long Term Lodgers
514980,Jet Miles Points,Frequent Travellers
514981,Loyalty Rewards,Minimal Discount Seekers
515004,Loyalty Rewards,Minimal Discount Seekers
515013,Loyalty Rewards,Minimal Discount Seekers
515020,Loyalty Rewards,Minimal Discount Seekers
515030,1 Night with Hotel Meal Free,Long Term Lodgers
515051,Free Cancellation,Business Breeze
515058,Free Cancellation,Business Breeze
515060,Loyalty Rewards,Minimal Discount Seekers
515085,20% off on First Booking,High Intent Visitors
515103,Loyalty Rewards,Minimal Discount Seekers
515124,Jet Miles Points,Frequent Travellers
515131,Jet Miles Points,Frequent Travellers
515139,Loyalty Rewards,Minimal Discount Seekers
515161,Exclusive Discount,Budget Consious
515168,20% off on First Booking,High Intent Visitors
515182,Free Cancellation,Business Breeze
515198,20% off on First Booking,High Intent Visitors
515200,1 Extra Bag with VIP Lounge,Elite Flyers
515202,20% off on First Booking,High Intent Visitors
515205,20% off on First Booking,High Intent Visitors
515229,Jet Miles Points,Frequent Travellers
515240,20% off on First Booking,High Intent Visitors
515243,Jet Miles Points,Frequent Travellers
515258,Free Cancellation,Business Breeze
515271,Jet Miles Points,Frequent Travellers
515274,Jet Miles Points,Frequent Travellers
515306,1 Night with Hotel Meal Free,Long Term Lodgers
515330,Loyalty Rewards,Minimal Discount Seekers
515344,Free Cancellation,Business Breeze
515398,Free Cancellation,Business Breeze
515409,1 Extra Bag with VIP Lounge,Elite Flyers
515421,Free Cancellation,Business Breeze
515423,Loyalty Rewards,Minimal Discount Seekers
515436,20% off on First Booking,High Intent Visitors
515478,Loyalty Rewards,Minimal Discount Seekers
515490,Jet Miles Points,Frequent Travellers
515502,20% off on First Booking,High Intent Visitors
515514,20% off on First Booking,High Intent Visitors
515516,20% off on First Booking,High Intent Visitors
515523,Loyalty Rewards,Minimal Discount Seekers
515529,Loyalty Rewards,Minimal Discount Seekers
515530,20% off on First Booking,High Intent Visitors
515565,Jet Miles Points,Frequent Travellers
515578,Jet Miles Points,Frequent Travellers
515580,Jet Miles Points,Frequent Travellers
515586,Jet Miles Points,Frequent Travellers
515610,1 Extra Bag with VIP Lounge,Elite Flyers
515634,20% off on First Booking,High Intent Visitors
515639,Free Cancellation,Business Breeze
515645,1 Night with Hotel Meal Free,Long Term Lodgers
515666,Free Cancellation,Business Breeze
515675,Loyalty Rewards,Minimal Discount Seekers
515684,Jet Miles Points,Frequent Travellers
515688,Jet Miles Points,Frequent Travellers
515694,Jet Miles Points,Frequent Travellers
515713,1 Night with Hotel Meal Free,Long Term Lodgers
515727,Jet Miles Points,Frequent Travellers
515735,Loyalty Rewards,Minimal Discount Seekers
515739,Loyalty Rewards,Minimal Discount Seekers
515751,Jet Miles Points,Frequent Travellers
515764,1 Extra Bag with VIP Lounge,Elite Flyers
515778,Loyalty Rewards,Minimal Discount Seekers
515802,Free Cancellation,Business Breeze
515818,1 Extra Bag with VIP Lounge,Elite Flyers
515831,Loyalty Rewards,Minimal Discount Seekers
515835,Loyalty Rewards,Minimal Discount Seekers
515854,20% off on First Booking,High Intent Visitors
515874,20% off on First Booking,High Intent Visitors
515891,Jet Miles Points,Frequent Travellers
515901,Loyalty Rewards,Minimal Discount Seekers
515908,Exclusive Discount,Budget Consious
515941,Loyalty Rewards,Minimal Discount Seekers
515947,Loyalty Rewards,Minimal Discount Seekers
515953,Jet Miles Points,Frequent Travellers
515974,Loyalty Rewards,Minimal Discount Seekers
515985,Loyalty Rewards,Minimal Discount Seekers
516001,20% off on First Booking,High Intent Visitors
516004,Loyalty Rewards,Minimal Discount Seekers
516006,Jet Miles Points,Frequent Travellers
516039,20% off on First Booking,High Intent Visitors
516053,Jet Miles Points,Frequent Travellers
516057,Jet Miles Points,Frequent Travellers
516061,Loyalty Rewards,Minimal Discount Seekers
516076,20% off on First Booking,High Intent Visitors
516086,20% off on First Booking,High Intent Visitors
516089,Jet Miles Points,Frequent Travellers
516092,Jet Miles Points,Frequent Travellers
516105,1 Night with Hotel Meal Free,Long Term Lodgers
516117,Loyalty Rewards,Minimal Discount Seekers
516118,1 Night with Hotel Meal Free,Long Term Lodgers
516127,20% off on First Booking,High Intent Visitors
516132,Loyalty Rewards,Minimal Discount Seekers
516144,Jet Miles Points,Frequent Travellers
516150,20% off on First Booking,High Intent Visitors
516152,Loyalty Rewards,Minimal Discount Seekers
516176,Jet Miles Points,Frequent Travellers
516177,Free Cancellation,Business Breeze
516178,Loyalty Rewards,Minimal Discount Seekers
516211,Jet Miles Points,Frequent Travellers
516216,Jet Miles Points,Frequent Travellers
516217,Loyalty Rewards,Minimal Discount Seekers
516243,20% off on First Booking,High Intent Visitors
516246,Free Cancellation,Business Breeze
516251,Jet Miles Points,Frequent Travellers
516269,Jet Miles Points,Frequent Travellers
516273,Loyalty Rewards,Minimal Discount Seekers
516282,1 Extra Bag with VIP Lounge,Elite Flyers
516283,Loyalty Rewards,Minimal Discount Seekers
516287,1 Night with Hotel Meal Free,Long Term Lodgers
516290,Loyalty Rewards,Minimal Discount Seekers
516296,Loyalty Rewards,Minimal Discount Seekers
516301,Jet Miles Points,Frequent Travellers
516340,20% off on First Booking,High Intent Visitors
516351,Loyalty Rewards,Minimal Discount Seekers
516368,20% off on First Booking,High Intent Visitors
516375,Jet Miles Points,Frequent Travellers
516418,Loyalty Rewards,Minimal Discount Seekers
516420,Loyalty Rewards,Minimal Discount Seekers
516433,20% off on First Booking,High Intent Visitors
516456,Free Cancellation,Business Breeze
516507,Loyalty Rewards,Minimal Discount Seekers
516516,1 Extra Bag with VIP Lounge,Elite Flyers
516528,Free Cancellation,Business Breeze
516543,1 Extra Bag with VIP Lounge,Elite Flyers
516556,Loyalty Rewards,Minimal Discount Seekers
516561,Loyalty Rewards,Minimal Discount Seekers
516571,1 Extra Bag with VIP Lounge,Elite Flyers
516578,Jet Miles Points,Frequent Travellers
516579,Loyalty Rewards,Minimal Discount Seekers
516583,20% off on First Booking,High Intent Visitors
516590,Loyalty Rewards,Minimal Discount Seekers
516593,1 Night with Hotel Meal Free,Long Term Lodgers
516594,Free Cancellation,Business Breeze
516614,Free Cancellation,Business Breeze
516616,Jet Miles Points,Frequent Travellers
516620,20% off on First Booking,High Intent Visitors
516639,Free Cancellation,Business Breeze
516647,Jet Miles Points,Frequent Travellers
516679,Loyalty Rewards,Minimal Discount Seekers
516680,20% off on First Booking,High Intent Visitors
516682,Loyalty Rewards,Minimal Discount Seekers
516694,Early Bird Bonuses,Pre Booked Nomands
516697,20% off on First Booking,High Intent Visitors
516704,Jet Miles Points,Frequent Travellers
516732,Loyalty Rewards,Minimal Discount Seekers
516739,Loyalty Rewards,Minimal Discount Seekers
516744,20% off on First Booking,High Intent Visitors
516763,Loyalty Rewards,Minimal Discount Seekers
516765,20% off on First Booking,High Intent Visitors
516789,Free Cancellation,Business Breeze
516798,Loyalty Rewards,Minimal Discount Seekers
516806,Free Cancellation,Business Breeze
516808,Jet Miles Points,Frequent Travellers
516827,Jet Miles Points,Frequent Travellers
516833,Loyalty Rewards,Minimal Discount Seekers
516841,Loyalty Rewards,Minimal Discount Seekers
516862,Early Bird Bonuses,Pre Booked Nomands
516933,Loyalty Rewards,Minimal Discount Seekers
516939,Loyalty Rewards,Minimal Discount Seekers
516965,Jet Miles Points,Frequent Travellers
516967,20% off on First Booking,High Intent Visitors
516972,Loyalty Rewards,Minimal Discount Seekers
517033,1 Night with Hotel Meal Free,Long Term Lodgers
517061,Free Cancellation,Business Breeze
517064,Loyalty Rewards,Minimal Discount Seekers
517076,Free Cancellation,Business Breeze
517105,Free Cancellation,Business Breeze
517119,Jet Miles Points,Frequent Travellers
517131,Loyalty Rewards,Minimal Discount Seekers
517142,Loyalty Rewards,Minimal Discount Seekers
517143,20% off on First Booking,High Intent Visitors
517150,Jet Miles Points,Frequent Travellers
517158,Loyalty Rewards,Minimal Discount Seekers
517205,Loyalty Rewards,Minimal Discount Seekers
517212,Free Cancellation,Business Breeze
517219,20% off on First Booking,High Intent Visitors
517231,1 Night with Hotel Meal Free,Long Term Lodgers
517284,Jet Miles Points,Frequent Travellers
517324,Loyalty Rewards,Minimal Discount Seekers
517330,Loyalty Rewards,Minimal Discount Seekers
517356,Loyalty Rewards,Minimal Discount Seekers
517370,1 Extra Bag with VIP Lounge,Elite Flyers
517392,Jet Miles Points,Frequent Travellers
517393,Loyalty Rewards,Minimal Discount Seekers
517397,Jet Miles Points,Frequent Travellers
517403,Jet Miles Points,Frequent Travellers
517415,1 Extra Bag with VIP Lounge,Elite Flyers
517438,Free Cancellation,Business Breeze
517445,1 Night with Hotel Meal Free,Long Term Lodgers
517467,1 Extra Bag with VIP Lounge,Elite Flyers
517486,Loyalty Rewards,Minimal Discount Seekers
517491,Free Cancellation,Business Breeze
517543,20% off on First Booking,High Intent Visitors
517545,Loyalty Rewards,Minimal Discount Seekers
517548,Loyalty Rewards,Minimal Discount Seekers
517549,Jet Miles Points,Frequent Travellers
517571,Loyalty Rewards,Minimal Discount Seekers
517579,1 Extra Bag with VIP Lounge,Elite Flyers
517581,Jet Miles Points,Frequent Travellers
517596,Loyalty Rewards,Minimal Discount Seekers
517622,20% off on First Booking,High Intent Visitors
517633,Jet Miles Points,Frequent Travellers
517653,Loyalty Rewards,Minimal Discount Seekers
517674,1 Extra Bag with VIP Lounge,Elite Flyers
517675,Jet Miles Points,Frequent Travellers
517676,Free Cancellation,Business Breeze
517700,Jet Miles Points,Frequent Travellers
517715,Loyalty Rewards,Minimal Discount Seekers
517732,Loyalty Rewards,Minimal Discount Seekers
517735,1 Night with Hotel Meal Free,Long Term Lodgers
517739,Loyalty Rewards,Minimal Discount Seekers
517743,Jet Miles Points,Frequent Travellers
517772,Jet Miles Points,Frequent Travellers
517776,Jet Miles Points,Frequent Travellers
517787,Early Bird Bonuses,Pre Booked Nomands
517803,Jet Miles Points,Frequent Travellers
517819,1 Extra Bag with VIP Lounge,Elite Flyers
517825,Free Cancellation,Business Breeze
517839,Free Cancellation,Business Breeze
517847,Free Cancellation,Business Breeze
517871,20% off on First Booking,High Intent Visitors
517894,Loyalty Rewards,Minimal Discount Seekers
517898,Loyalty Rewards,Minimal Discount Seekers
517925,1 Extra Bag with VIP Lounge,Elite Flyers
517931,Free Cancellation,Business Breeze
517961,Loyalty Rewards,Minimal Discount Seekers
517967,Loyalty Rewards,Minimal Discount Seekers
517968,Free Cancellation,Business Breeze
518012,Loyalty Rewards,Minimal Discount Seekers
518015,Free Cancellation,Business Breeze
518041,20% off on First Booking,High Intent Visitors
518044,Loyalty Rewards,Minimal Discount Seekers
518074,Loyalty Rewards,Minimal Discount Seekers
518084,Early Bird Bonuses,Pre Booked Nomands
518092,Free Cancellation,Business Breeze
518121,Jet Miles Points,Frequent Travellers
518127,Free Cancellation,Business Breeze
518135,Loyalty Rewards,Minimal Discount Seekers
518191,Loyalty Rewards,Minimal Discount Seekers
518196,1 Night with Hotel Meal Free,Long Term Lodgers
518211,Free Cancellation,Business Breeze
518219,Free Cancellation,Business Breeze
518281,Free Cancellation,Business Breeze
518324,Free Cancellation,Business Breeze
518334,Loyalty Rewards,Minimal Discount Seekers
518338,Jet Miles Points,Frequent Travellers
518347,Jet Miles Points,Frequent Travellers
518348,1 Night with Hotel Meal Free,Long Term Lodgers
518354,20% off on First Booking,High Intent Visitors
518372,Loyalty Rewards,Minimal Discount Seekers
518393,Loyalty Rewards,Minimal Discount Seekers
518406,Loyalty Rewards,Minimal Discount Seekers
518416,Jet Miles Points,Frequent Travellers
518422,20% off on First Booking,High Intent Visitors
518443,Loyalty Rewards,Minimal Discount Seekers
518450,Loyalty Rewards,Minimal Discount Seekers
518480,Jet Miles Points,Frequent Travellers
518495,1 Night with Hotel Meal Free,Long Term Lodgers
518516,Loyalty Rewards,Minimal Discount Seekers
518526,Free Cancellation,Business Breeze
518527,Free Cancellation,Business Breeze
518533,Loyalty Rewards,Minimal Discount Seekers
518535,Loyalty Rewards,Minimal Discount Seekers
518541,Loyalty Rewards,Minimal Discount Seekers
518567,Loyalty Rewards,Minimal Discount Seekers
518579,Loyalty Rewards,Minimal Discount Seekers
518582,Free Cancellation,Business Breeze
518585,Jet Miles Points,Frequent Travellers
518612,Free Cancellation,Business Breeze
518628,20% off on First Booking,High Intent Visitors
518629,Free Cancellation,Business Breeze
518639,Loyalty Rewards,Minimal Discount Seekers
518642,20% off on First Booking,High Intent Visitors
518645,20% off on First Booking,High Intent Visitors
518694,1 Night with Hotel Meal Free,Long Term Lodgers
518696,20% off on First Booking,High Intent Visitors
518711,Loyalty Rewards,Minimal Discount Seekers
518716,1 Night with Hotel Meal Free,Long Term Lodgers
518722,Free Cancellation,Business Breeze
518726,1 Extra Bag with VIP Lounge,Elite Flyers
518735,20% off on First Booking,High Intent Visitors
518743,Free Cancellation,Business Breeze
518747,1 Extra Bag with VIP Lounge,Elite Flyers
518751,Jet Miles Points,Frequent Travellers
518756,Free Cancellation,Business Breeze
518826,Loyalty Rewards,Minimal Discount Seekers
518827,Jet Miles Points,Frequent Travellers
518865,Loyalty Rewards,Minimal Discount Seekers
518866,Loyalty Rewards,Minimal Discount Seekers
518867,Loyalty Rewards,Minimal Discount Seekers
518870,Loyalty Rewards,Minimal Discount Seekers
518894,Loyalty Rewards,Minimal Discount Seekers
518896,1 Night with Hotel Meal Free,Long Term Lodgers
518907,Free Cancellation,Business Breeze
518922,20% off on First Booking,High Intent Visitors
518925,20% off on First Booking,High Intent Visitors
518931,20% off on First Booking,High Intent Visitors
518954,Loyalty Rewards,Minimal Discount Seekers
518956,Loyalty Rewards,Minimal Discount Seekers
518963,Loyalty Rewards,Minimal Discount Seekers
518971,Loyalty Rewards,Minimal Discount Seekers
518998,Jet Miles Points,Frequent Travellers
519014,1 Night with Hotel Meal Free,Long Term Lodgers
519059,Loyalty Rewards,Minimal Discount Seekers
519079,Jet Miles Points,Frequent Travellers
519089,Loyalty Rewards,Minimal Discount Seekers
519091,1 Extra Bag with VIP Lounge,Elite Flyers
519096,Loyalty Rewards,Minimal Discount Seekers
519114,Free Cancellation,Business Breeze
519117,Jet Miles Points,Frequent Travellers
519137,Loyalty Rewards,Minimal Discount Seekers
519140,Jet Miles Points,Frequent Travellers
519171,Loyalty Rewards,Minimal Discount Seekers
519191,20% off on First Booking,High Intent Visitors
519205,Loyalty Rewards,Minimal Discount Seekers
519210,1 Night with Hotel Meal Free,Long Term Lodgers
519211,Free Cancellation,Business Breeze
519248,Early Bird Bonuses,Pre Booked Nomands
519254,Jet Miles Points,Frequent Travellers
519260,Jet Miles Points,Frequent Travellers
519267,Loyalty Rewards,Minimal Discount Seekers
519285,Jet Miles Points,Frequent Travellers
519312,20% off on First Booking,High Intent Visitors
519313,Loyalty Rewards,Minimal Discount Seekers
519335,20% off on First Booking,High Intent Visitors
519348,Free Cancellation,Business Breeze
519353,20% off on First Booking,High Intent Visitors
519357,Jet Miles Points,Frequent Travellers
519368,20% off on First Booking,High Intent Visitors
519383,20% off on First Booking,High Intent Visitors
519392,Loyalty Rewards,Minimal Discount Seekers
519393,Loyalty Rewards,Minimal Discount Seekers
519406,20% off on First Booking,High Intent Visitors
519412,Loyalty Rewards,Minimal Discount Seekers
519419,Loyalty Rewards,Minimal Discount Seekers
519430,Loyalty Rewards,Minimal Discount Seekers
519446,Jet Miles Points,Frequent Travellers
519469,Loyalty Rewards,Minimal Discount Seekers
519515,Free Cancellation,Business Breeze
519529,Loyalty Rewards,Minimal Discount Seekers
519532,Loyalty Rewards,Minimal Discount Seekers
519541,Loyalty Rewards,Minimal Discount Seekers
519548,20% off on First Booking,High Intent Visitors
519554,Loyalty Rewards,Minimal Discount Seekers
519561,20% off on First Booking,High Intent Visitors
519595,Jet Miles Points,Frequent Travellers
519596,Loyalty Rewards,Minimal Discount Seekers
519604,Loyalty Rewards,Minimal Discount Seekers
519626,Loyalty Rewards,Minimal Discount Seekers
519631,Jet Miles Points,Frequent Travellers
519664,Loyalty Rewards,Minimal Discount Seekers
519687,20% off on First Booking,High Intent Visitors
519694,Free Cancellation,Business Breeze
519695,Loyalty Rewards,Minimal Discount Seekers
519706,20% off on First Booking,High Intent Visitors
519709,Jet Miles Points,Frequent Travellers
519718,Free Cancellation,Business Breeze
519722,1 Extra Bag with VIP Lounge,Elite Flyers
519725,Loyalty Rewards,Minimal Discount Seekers
519726,Loyalty Rewards,Minimal Discount Seekers
519747,Jet Miles Points,Frequent Travellers
519769,Exclusive Discount,Budget Consious
519774,Loyalty Rewards,Minimal Discount Seekers
519787,20% off on First Booking,High Intent Visitors
519799,Free Cancellation,Business Breeze
519846,Free Cancellation,Business Breeze
519848,Jet Miles Points,Frequent Travellers
519853,Loyalty Rewards,Minimal Discount Seekers
519859,Free Cancellation,Business Breeze
519885,Loyalty Rewards,Minimal Discount Seekers
519888,Free Cancellation,Business Breeze
519893,Jet Miles Points,Frequent Travellers
519896,Free Cancellation,Business Breeze
519897,20% off on First Booking,High Intent Visitors
519905,Loyalty Rewards,Minimal Discount Seekers
519911,Free Cancellation,Business Breeze
519912,Jet Miles Points,Frequent Travellers
519943,20% off on First Booking,High Intent Visitors
519955,Loyalty Rewards,Minimal Discount Seekers
519957,Loyalty Rewards,Minimal Discount Seekers
519961,Jet Miles Points,Frequent Travellers
519965,Jet Miles Points,Frequent Travellers
519982,20% off on First Booking,High Intent Visitors
520054,Loyalty Rewards,Minimal Discount Seekers
520063,Loyalty Rewards,Minimal Discount Seekers
520097,Free Cancellation,Business Breeze
520106,Loyalty Rewards,Minimal Discount Seekers
520141,Loyalty Rewards,Minimal Discount Seekers
520152,Jet Miles Points,Frequent Travellers
520170,1 Extra Bag with VIP Lounge,Elite Flyers
520175,Jet Miles Points,Frequent Travellers
520177,Free Cancellation,Business Breeze
520182,1 Night with Hotel Meal Free,Long Term Lodgers
520188,Loyalty Rewards,Minimal Discount Seekers
520193,Loyalty Rewards,Minimal Discount Seekers
520225,Jet Miles Points,Frequent Travellers
520244,Loyalty Rewards,Minimal Discount Seekers
520248,Free Cancellation,Business Breeze
520250,Jet Miles Points,Frequent Travellers
520256,Free Cancellation,Business Breeze
520265,Jet Miles Points,Frequent Travellers
520277,Loyalty Rewards,Minimal Discount Seekers
520291,Jet Miles Points,Frequent Travellers
520298,1 Extra Bag with VIP Lounge,Elite Flyers
520307,Jet Miles Points,Frequent Travellers
520311,Free Cancellation,Business Breeze
520314,20% off on First Booking,High Intent Visitors
520327,Loyalty Rewards,Minimal Discount Seekers
520358,Jet Miles Points,Frequent Travellers
520373,Jet Miles Points,Frequent Travellers
520397,Free Cancellation,Business Breeze
520405,Loyalty Rewards,Minimal Discount Seekers
520411,Loyalty Rewards,Minimal Discount Seekers
520422,Loyalty Rewards,Minimal Discount Seekers
520429,Loyalty Rewards,Minimal Discount Seekers
520436,Free Cancellation,Business Breeze
520440,20% off on First Booking,High Intent Visitors
520480,Loyalty Rewards,Minimal Discount Seekers
520491,Free Cancellation,Business Breeze
520497,Loyalty Rewards,Minimal Discount Seekers
520527,Loyalty Rewards,Minimal Discount Seekers
520530,Jet Miles Points,Frequent Travellers
520532,Jet Miles Points,Frequent Travellers
520539,Free Cancellation,Business Breeze
520556,Jet Miles Points,Frequent Travellers
520558,Loyalty Rewards,Minimal Discount Seekers
520561,20% off on First Booking,High Intent Visitors
520603,20% off on First Booking,High Intent Visitors
520619,Loyalty Rewards,Minimal Discount Seekers
520680,Loyalty Rewards,Minimal Discount Seekers
520696,Loyalty Rewards,Minimal Discount Seekers
520708,Loyalty Rewards,Minimal Discount Seekers
520719,Jet Miles Points,Frequent Travellers
520733,Loyalty Rewards,Minimal Discount Seekers
520745,Loyalty Rewards,Minimal Discount Seekers
520762,Loyalty Rewards,Minimal Discount Seekers
520770,Jet Miles Points,Frequent Travellers
520771,20% off on First Booking,High Intent Visitors
520780,20% off on First Booking,High Intent Visitors
520783,Loyalty Rewards,Minimal Discount Seekers
520804,Loyalty Rewards,Minimal Discount Seekers
520819,Loyalty Rewards,Minimal Discount Seekers
520821,Loyalty Rewards,Minimal Discount Seekers
520844,Loyalty Rewards,Minimal Discount Seekers
520851,Free Cancellation,Business Breeze
520861,Loyalty Rewards,Minimal Discount Seekers
520877,Free Cancellation,Business Breeze
520878,Loyalty Rewards,Minimal Discount Seekers
520882,20% off on First Booking,High Intent Visitors
520885,Free Cancellation,Business Breeze
520898,Loyalty Rewards,Minimal Discount Seekers
520902,Free Cancellation,Business Breeze
520920,20% off on First Booking,High Intent Visitors
520934,1 Extra Bag with VIP Lounge,Elite Flyers
520947,Exclusive Discount,Budget Consious
520959,Loyalty Rewards,Minimal Discount Seekers
521000,Jet Miles Points,Frequent Travellers
521004,Jet Miles Points,Frequent Travellers
521009,20% off on First Booking,High Intent Visitors
521031,Free Cancellation,Business Breeze
