"gender","age","married","has_children","home_country","user_id","median_page_clicks","num_sessions","median_session_duration_seconds","total_booked_trips","num_cancelled_trips","num_no_booking","num_not_completed_trips","num_completed_trips","num_round_trip_flights","num_one_way_flights","total_flights_booked","total_hotels_booked","median_flight_discount_amount","median_flight_base_price","median_flight_spent","median_hotel_spent","median_hotel_discount_amount","median_checked_bags","median_seats_booked","median_rooms","median_days_until_departure","median_days_until_checkin","median_days_stay_flight","median_night_stay_hotel","num_times_travelled_from_homeairport","num_times_travelled_to_homeairport","num_times_travelled_from_outside_homeairport","num_times_expensive_hotel_booked","num_times_expensive_flight_booked","num_weekend_trip","num_holiday_season_trip","avg_distance_flown"
"M","43","true","true","usa","521033","18","8","134","4","0","4","0","4","4","","8","3","","234.66500000000002","234.66500000000002","972","0.07500000000000001","0.5","1","1","6.528246527777778","6.566245775462963","4","4","4","0","0","0","0","0","0","1125.7486399357792"
"F","41","false","false","usa","521044","19","9","140","4","0","5","0","4","3","","6","4","","411.75","411.75","500.5","","0","1","1","8.02488425925926","8.138700723379628","3","4","3","0","0","0","0","0","0","2009.8084700668576"
"F","40","false","false","usa","521060","20.5","8","154","5","0","3","0","5","4","","8","5","","595.885","595.885","240","0.07500000000000001","1","1","1","6.0721875","5.211676157407408","3","1","4","0","0","0","0","0","0","2576.1506944136236"
"F","60","true","false","usa","521062","10","9","71","0","0","9","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"F","44","true","true","usa","521065","13","8","99","4","1","3","0","3","3","","6","2","0.15","656.75","558.2375","165.625","0.15000000000000002","0","1","1","7.788344907407407","7.824333709490741","2","1","3","0","0","1","0","0","0","2852.260330433317"
"F","41","false","false","usa","521066","15.5","8","114","4","0","4","0","4","4","","8","4","","364.9549999999999","364.9549999999999","182.35","0.1","1.5","1","1","8.288744212962964","8.48779369212963","2.5","1","4","0","0","1","0","0","0","2100.513585747983"
"F","50","true","true","usa","521070","18","9","133","6","0","3","0","6","6","","12","5","","572.665","572.665","244","0.2","0","1","1","8.548368055555555","7.633014178240741","2","1","6","0","0","1","0","0","0","3563.842122234301"
"F","30","false","true","usa","521109","9.5","8","70","3","0","5","0","3","3","","6","2","","244.41","244.41","717.5","0.05","0","1","1","6.03212962962963","8.345331163194444","8","6","3","0","0","0","0","0","1","1429.6242315308084"
"F","42","true","false","usa","521127","19","9","141","5","0","4","0","5","3","","6","5","0.15","408.82","408.82","1014.6","0.07500000000000001","1","1","1","6.799699074074074","7.029469386574074","4","6","3","0","0","0","0","0","1","2081.634531292409"
"F","45","true","false","canada","521152","11","9","83","3","0","6","0","3","3","","6","3","","750","1500","1720","","0","2","2","8.507303240740741","8.703862615740741","7","6","3","0","0","1","0","0","0","1962.564019736524"
"M","43","false","false","usa","521170","14","8","101","3","0","5","0","3","2","","4","3","","498.745","1794.52","426","","0.5","2.5","1","9.553165509259259","8.746227951388889","4","3","2","0","0","1","0","0","0","895.604802820212"
"F","46","true","true","usa","521185","12","8","88.5","4","0","4","0","4","2","","4","4","","537.655","537.655","585.6","0.175","1","1","1","5.98910300925926","6.363072916666667","2","2.5","2","0","0","1","0","0","0","3201.289278439151"
"F","53","false","false","usa","521186","14.5","8","108","3","0","5","0","3","3","","6","3","","680.76","680.76","1555.2","0.07500000000000001","1","1","1","5.379027777777778","5.672466319444444","5","4","3","0","0","1","0","0","0","3760.7580562565854"
"F","74","true","false","usa","521187","7","9","51","0","0","9","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"F","27","false","false","usa","521192","10","8","74.5","3","0","5","0","3","2","","4","3","0.22499999999999998","253.57","197.08875","289","","1","1","1","7.465624999999999","6.5074788773148144","2.5","2","2","0","0","0","0","0","0","1427.0254244901334"
"F","58","true","true","usa","521201","4","8","31","1","0","7","0","1","1","","2","1","0.15","284.81","242.0885","63","","0","1","1","5.134884259259259","5.310129571759259","3","1","1","0","0","0","0","0","0","1788.6950124790872"
"M","26","false","false","usa","521211","9","8","68","1","0","7","0","1","","","0","1","0.3","","","582","","","","1","","20.71292824074074","","6","0","0","0","0","0","0","0",""
"M","42","true","true","usa","521212","20.5","8","152","4","1","3","0","3","3","","6","3","0.25","259.5","259.5","464.1","0.15","1","1","1","7.503506944444444","7.662147048611111","6","4","3","0","0","1","0","0","0","1274.5422579784126"
"F","35","false","false","usa","521235","20","8","149.5","5","0","3","0","5","5","","10","5","0.1","688.07","1038.22","464","","1","2","1","7.796793981481481","8.042898668981481","4","3","5","0","0","0","0","0","1","2699.350571701844"
"M","31","false","false","usa","521250","8.5","8","61.5","2","0","6","0","2","2","","4","1","0.1","557.4300000000001","524.9945","75","0.05","0","1","1","7.7689409722222225","6.025482349537037","2","1","2","0","0","0","0","0","0","3087.162747935443"
"F","35","false","false","usa","521259","12","8","90.5","2","0","6","0","2","2","","4","2","0.15","385.525","368.01025","218.4","0.1","0","1","1","7.646527777777778","7.841634809027778","3.5","2.5","2","0","0","0","0","0","0","2283.9618573144894"
"F","33","false","false","usa","521282","17","8","126.5","2","0","6","0","2","2","","4","1","","394.13","394.13","448","0.2","1","1","1","10.274172453703704","9.080335185185184","5.5","4","2","0","0","0","0","0","0","2139.5113345798773"
"F","34","false","false","canada","521286","7","8","52.5","1","0","7","0","1","1","","2","1","","627.07","627.07","112","","1","1","1","7.177569444444444","7.447497048611111","3","1","1","0","0","0","0","0","0","3466.2190804010925"
"F","35","true","false","usa","521293","20.5","8","152.5","5","0","3","0","5","5","","10","5","","196.62","196.62","426","0.15000000000000002","0","1","1","7.610462962962963","7.754869733796296","3","2","5","0","0","0","0","0","1","1123.846770531503"
"F","41","false","true","usa","521295","10.5","8","73.5","2","0","6","0","2","2","","4","2","0.2","302.095","254.29000000000002","513.75","0.15","0.5","1","1","5.16666087962963","5.33073431712963","7","6","2","0","0","0","0","0","0","1566.8609318678302"
"F","38","false","false","usa","521298","16","8","117","3","0","5","0","3","3","","6","2","","334.49","624.94","1480.8500000000001","0.07500000000000001","0","1","2.5","6.507916666666667","9.067039467592593","2","2.5","3","0","0","0","0","0","1","1746.0520405710747"
"F","50","false","true","usa","521309","9.5","8","69.5","2","0","6","0","2","2","","4","2","0.1","452.435","431.60699999999997","92","0.1","1","1","1","8.894774305555554","9.108522743055556","2.5","1.5","2","0","0","0","0","0","0","2697.1276960425266"
"F","44","false","false","usa","521316","17","9","126","3","0","6","0","3","2","","4","3","0.05","233.69","224.25975","589","0.07500000000000001","0.5","1","1","9.226186342592593","8.753726851851852","8.5","6","2","0","0","0","0","0","0","1425.7682413116797"
"F","64","false","false","usa","521331","7.5","10","55.5","2","1","7","0","1","","1","1","1","","13.77","13.77","288","","1","1","1","6.391979166666666","6.484692708333333","","6","1","0","0","0","0","0","0","179.63813493074505"
"F","34","false","false","usa","521335","17.5","8","134","4","1","3","0","3","2","","4","3","","191.915","191.915","53","","0","1","1","9.140167824074073","7.859509432870371","1.5","1","2","0","0","1","0","0","0","1062.9696692926236"
"F","37","false","false","usa","521343","18","9","134","5","0","4","0","5","5","","10","3","0.3","135.04","104.181","476","","0","1","1","7.610138888888889","7.616319039351852","4","2","5","0","0","1","0","0","1","747.4701873304741"
"F","56","true","false","usa","521379","6","8","44","2","0","6","0","2","2","","4","2","","673.735","673.735","271","","0","1","1","10.725607638888889","11.003184982638889","4","2.5","2","0","0","0","0","0","0","3595.1464227840142"
"F","40","true","false","usa","521392","9.5","8","71","2","0","6","0","2","1","","2","2","","321.28","321.28","734","","0","1","1","3.8144675925925924","5.111618778935185","9","6","1","0","0","0","0","0","0","1618.386031215291"
"F","45","false","false","usa","521404","18.5","8","138.5","5","0","3","0","5","4","","8","5","0.1","352.54","352.54","176","","0.5","1","1","8.21886574074074","7.688044155092593","3","2","4","0","0","0","0","0","2","1605.013714356001"
"F","56","true","false","usa","521408","15","8","110","2","0","6","0","2","2","","4","2","0.125","661.6","580.01325","1414.5","","1","1","1","8.25363425925926","8.52680925925926","8.5","6.5","2","0","0","0","0","0","0","3746.245765109099"
"F","47","true","false","usa","521416","11","8","82.5","3","0","5","0","3","3","","6","3","","106.37","212.74","328","","1","1","1","5.956064814814815","6.0547820023148144","2","1","3","0","0","2","0","0","0","1003.0968384574472"
"F","49","true","false","usa","521434","16","8","121","4","0","4","0","4","4","","8","3","0.2","555.12","555.12","639","","1","1","1","6.9608738425925925","7.664059201388889","5.5","3","4","0","0","1","0","0","0","3083.1588094285744"
"F","58","true","true","usa","521462","21.5","8","160.5","3","0","5","0","3","3","","6","2","","518.15","536.83","552","","1","1","2","7.806157407407407","8.22694386574074","3","2.5","3","0","0","0","0","0","0","1657.173223335294"
"F","18","false","false","usa","521474","7","8","53.5","1","0","7","0","1","1","","2","1","","1382.4","2764.8","144","","2","2","2","7.2928125","7.592383854166667","2","1","1","0","0","0","0","0","0","4293.2760612606235"
"F","35","false","false","usa","521491","24.5","8","179","5","1","2","0","4","3","","6","3","","144.08","144.08","945","0.3","0","1","1","5.534710648148148","6.134328703703703","6","5","3","0","0","1","0","0","0","1845.060243797517"
"F","55","true","false","usa","521509","20.5","8","153.5","4","0","4","0","4","4","","8","4","","194.22","292.125","730","","0.5","1","1","8.45597800925926","8.654889207175925","3.5","2","4","0","0","0","0","0","1","1570.9277909241237"
"F","49","true","false","usa","521510","8","8","61","3","0","5","0","3","2","","4","3","","250.615","250.615","202","","1.5","1","1","9.20796875","8.897483333333334","4","2","2","0","0","0","0","0","0","1249.3405961651029"
"F","29","false","true","usa","521514","5.5","8","42.5","2","0","6","0","2","2","","4","2","0.1","140.935","132.5135","624.1500000000001","0.1","0.5","1","1","5.913680555555555","6.0389177951388895","5.5","4.5","2","0","0","0","0","0","0","813.703749479946"
"F","33","false","false","usa","521587","17.5","8","126","4","0","4","0","4","3","1","7","4","","241.17000000000002","241.17000000000002","97.5","","0.5","1","1","6.5891724537037035","6.69500318287037","3","1","4","0","0","0","0","1","0","1780.0550824243426"
"F","42","false","false","usa","521607","16","8","118","3","0","5","0","3","3","","6","3","0.125","660.77","594.693","299.2","0.15","0","1","1","5.744340277777778","6.006632986111111","3","2","3","0","0","0","0","0","0","2647.611807753717"
"M","51","true","true","canada","521609","11.5","8","85.5","2","0","6","0","2","2","","4","2","","107.655","167.39999999999998","1176","","0.5","1.5","1.5","6.111898148148148","6.218597106481481","5.5","3.5","2","0","0","0","0","0","0","442.6927062368456"
"F","59","true","false","usa","521642","11","9","85","2","0","7","0","2","","","0","2","0.15","","","873.8000000000001","0.05","","","1","","6.331024305555555","","8","0","0","0","0","0","0","0",""
"F","27","false","false","canada","521657","12","8","91.5","3","0","5","0","3","2","","4","3","","616.87","616.87","556","","1","1","1","15.546579861111113","11.855756481481482","3.5","4","2","0","0","0","0","0","0","3835.8161381611626"
"F","50","true","false","usa","521658","18","9","130","5","0","4","0","5","4","","8","5","","396","396","228","","0","1","1","7.088344907407407","7.461152488425926","3","2","4","0","0","0","0","0","1","2257.5249193915815"
"M","34","false","false","usa","521663","10","8","75.5","0","0","8","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"M","39","true","false","canada","521695","10","9","74","4","0","5","0","4","1","2","4","4","","175.97","175.97","714.9","0.05","0","1","1","6.805405092592593","7.846814033564815","4","2.5","3","0","0","2","0","0","1","2300.403153868495"
"F","48","true","false","usa","521708","19.5","8","146","4","0","4","0","4","4","","8","3","0.2","234.26","234.26","372","0.05","1","1","1","7.725543981481482","8.966859027777778","4.5","3","4","0","0","0","0","0","0","1545.595886581059"
"F","21","false","false","usa","521719","15","8","112.5","1","0","7","0","1","1","","2","1","","236.02","236.02","232","","0","1","1","5.429027777777778","5.576411631944445","3","2","1","0","0","0","0","0","0","1198.6228290517067"
"M","44","false","false","usa","521720","19","8","144","4","0","4","0","4","4","","8","4","","394.61","394.61","424.5","0.05","0.5","1","1","6.376938657407408","6.5491287615740745","5","4","4","0","0","1","0","0","0","1930.753950756584"
"F","39","false","false","canada","521743","22","8","164.5","7","0","1","0","7","7","","14","6","","374.21","374.21","261","0.05","0","1","1","7.7206828703703705","7.964037037037038","4","2","7","0","0","1","0","0","1","2077.8709126771196"
"M","40","false","false","usa","521748","12","9","89","3","0","6","0","3","2","","4","3","0.2","106.16499999999999","106.16499999999999","710.4","0.2","0.5","1","1","5.211342592592592","5.086396527777778","4.5","4","2","0","0","0","0","0","0","589.9339128536935"
"F","47","false","false","usa","521768","7.5","8","56.5","3","0","5","0","3","3","","6","2","","247.98","247.98","661.5","","1","1","1","5.815578703703704","5.458737731481482","3","1.5","3","0","0","1","0","0","0","1476.3152874451628"
"F","24","false","false","usa","521785","16","9","121","2","0","7","0","2","1","","2","2","","301.52","301.52","1252.5","","0","1","1.5","8.157106481481481","14.64732980324074","2","4.5","1","0","0","0","0","0","0","1752.2242070068392"
"F","42","true","true","canada","521814","20.5","8","151","6","0","2","0","6","6","","12","5","","262.94","262.94","318.25","0.07500000000000001","0","1","1","6.93245949074074","6.9473227430555555","4","3","6","0","0","1","0","0","1","1697.8752714828313"
"F","18","false","false","usa","521818","15.5","8","114.5","2","1","5","0","1","1","","2","1","","125.66","125.66","93.6","0.1","0","1","1","7.499768518518518","7.614042476851852","2","1","1","0","0","0","0","0","0","584.9860535242605"
"M","41","false","false","usa","521859","20.5","8","151.5","5","0","3","0","5","4","1","9","5","","97.97","97.97","118","","0","1","1","8.874710648148149","8.985562210648148","3.5","2","5","0","0","0","0","0","0","1868.8970853951068"
"F","45","true","true","usa","521865","26","9","193","4","0","5","0","4","3","1","7","4","0.1","159.92000000000002","150.8585","413","","0.5","1","1","8.148622685185185","8.344590653935185","4","2","4","0","0","1","0","0","1","1620.7494958925104"
"F","32","false","false","usa","521883","9","9","65","3","0","6","0","3","3","","6","1","0.1","361.5","361.5","208","","1","1","1","7.793483796296297","7.920343229166667","4","2","3","0","0","0","0","0","0","2041.7032403113844"
"F","52","false","true","usa","521884","9.5","8","71.5","2","0","6","0","2","2","","4","2","0.1","784.8000000000001","2257.59","402.5","","1","2","2","5.56625","5.73585078125","2","1","2","0","0","0","0","0","0","1753.125743819004"
"M","45","true","true","usa","521885","13.5","8","100","2","0","6","0","2","2","","4","2","","363.625","363.625","480","","1","1","1","10.146597222222223","10.329045138888889","3","2","2","0","0","0","0","0","1","1972.0813541282778"
"F","34","false","true","usa","521904","15","9","108","1","0","8","0","1","1","","2","1","","217.55","217.55","207","","0","1","1","4.534733796296297","4.682558796296297","2","1","1","0","0","0","0","0","0","1215.70481716651"
"F","49","true","true","usa","521921","11","8","83","1","0","7","0","1","1","","2","1","","858.59","1717.18","376","","0","2","2","7.095798611111111","7.311988715277778","3","2","1","0","0","0","0","0","0","2689.0306457591737"
"F","42","false","false","canada","521925","15","8","109.5","5","0","3","0","5","3","","6","5","0.125","432.84","432.84","588","0.05","0","1","1","6.63519675925926","6.851826967592593","4","4","3","0","0","0","0","0","0","2381.3328484487215"
"F","28","true","true","usa","521941","8.5","8","62","3","0","5","0","3","2","","4","3","0.2","409.955","409.955","364","","0.5","1","1","7.757476851851852","7.84985613425926","5.5","4","2","0","0","0","0","0","0","2523.8869833949066"
"F","53","true","false","usa","521943","5.5","8","42.5","3","0","5","0","3","3","","6","3","","652.4","652.4","179","","1","1","1","10.515810185185185","10.798225810185185","3","1","3","0","0","0","0","0","1","3009.8211573755384"
"F","28","false","false","canada","521956","19.5","8","144","4","0","4","0","4","4","","8","4","","272.515","272.515","219","","0.5","1","1","7.751753472222222","7.87824435763889","2","1","4","0","0","1","0","1","1","1678.1481029094234"
"M","25","true","false","canada","521963","8","8","58.5","2","0","6","0","2","1","","2","2","0.15","201","341.7","756","","0","2","1.5","5.846388888888889","8.134786255787038","2","4.5","1","0","0","0","0","0","0","572.4404749057793"
"M","51","true","true","usa","521986","9.5","10","72","2","0","8","0","2","1","","2","2","","318.84","318.84","932","","1","1","1","10.867800925925925","7.4365458912037035","3","5","1","0","0","0","0","0","0","1848.8289798913781"
"F","33","true","true","usa","521992","17","9","124","4","0","5","0","4","4","","8","4","0.2","518.75","518.75","404.5","0.1","1","1","1","8.492847222222222","8.72684904513889","3.5","3","4","0","0","0","0","0","0","3356.5509097368813"
"F","32","true","false","usa","521997","13","8","99","4","0","4","0","4","2","","4","4","","467.35","467.35","342","","0","1","1","5.827858796296296","4.328018258101852","1.5","3.5","2","0","0","0","0","0","1","2569.9999264144562"
"F","66","true","false","usa","522001","17.5","8","131","0","0","8","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"F","46","false","true","usa","522005","14","8","106","5","0","3","0","5","3","","6","5","0.2","187.76","187.76","438","0.1","0","1","1","6.988599537037037","7.234730787037037","5","4","3","0","0","1","0","0","0","1786.6026927492194"
"F","50","true","false","canada","522062","19","8","140","4","0","4","0","4","4","","8","3","","554.115","554.115","196","","0","1","1","6.1693344907407415","5.980110879629629","4","3","4","0","0","0","0","0","1","2588.6118406609858"
"F","39","true","true","usa","522086","12","11","91","2","0","9","0","2","2","","4","2","0.125","407.895","358.303","691","","0","1","1","6.9514351851851846","7.1488562789351855","5.5","4","2","0","0","0","0","0","0","2271.0405988445427"
"F","23","false","true","usa","522111","20.5","8","155.5","4","1","3","0","3","1","1","3","2","0.1","542.695","749.5450000000001","666","","0.5","1.5","1.5","9.639849537037037","5.395614293981481","3","5","2","0","0","0","0","0","0","3038.8152515128822"
"F","44","true","true","canada","522112","10","8","74.5","2","0","6","0","2","2","","4","2","","387.59499999999997","387.59499999999997","145","","0.5","1","1","7.602916666666666","7.79238359375","3","1.5","2","0","0","0","0","0","0","1926.0266331899345"
"M","39","false","true","usa","522115","19.5","8","147.5","4","1","3","0","3","2","1","5","3","","167.94","167.94","435","0.15","1","1","1","5.701643518518519","5.846144560185185","5","3","3","0","0","1","0","0","1","1119.9239625807174"
"F","51","true","false","usa","522118","9","8","67","3","0","5","0","3","3","","6","2","","195.36","195.36","395","","1","1","1","6.75332175925926","7.389859809027778","2","2","3","0","0","0","0","0","0","1277.2749477853522"
"F","18","false","true","usa","522134","5","8","40","0","0","8","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"F","31","false","true","usa","522152","17","8","127","2","1","5","0","1","1","","2","1","","381.11","381.11","59","","1","1","1","5.013194444444444","5.200757986111111","2","1","1","0","0","0","0","0","0","2017.346410772246"
"F","38","false","false","usa","522171","18.5","8","135.5","4","0","4","1","4","3","","6","3","","93.01","93.01","1176","","1","1","1","6.8365277777777775","6.942451215277778","9","8","3","0","0","0","0","0","1","527.0454772990969"
"M","41","true","true","usa","522179","10.5","8","81","3","0","5","0","3","3","","6","2","0.35","253.81","408.48","544.5","0.2","1","1","2","8.22292824074074","8.595271875","4","2.5","3","0","0","0","0","0","1","1324.3113893887928"
"F","24","false","true","usa","522184","4","9","29","0","0","9","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"F","46","true","false","usa","522201","7","8","53","1","0","7","0","1","","","0","1","","","","2310","","","","1","","39.92540509259259","","11","0","0","0","0","0","0","0",""
"F","50","true","true","usa","522223","11.5","8","88.5","4","0","4","0","4","4","","8","4","","402.58000000000004","402.58000000000004","528","","1","1","1","6.840729166666667","7.0191937499999995","4","3","4","0","0","0","0","0","0","2038.2069369957408"
"M","41","false","false","usa","522233","23","8","169.5","5","1","2","0","4","3","","6","4","0.1","385.36","385.36","638.4","0.1","1","1","1.5","8.968148148148147","8.417890451388889","4","3.5","3","0","0","0","0","0","1","1975.9762822341074"
"F","29","false","false","usa","522237","15","9","115","4","0","5","0","4","1","1","3","4","0.25","298.975","443.855","784","","1","2","1","8.259502314814815","8.421259866898147","4","3.5","2","0","0","1","0","0","2","1475.630990001436"
"F","31","false","false","usa","522263","7.5","8","59","2","0","6","0","2","2","","4","2","0.15","378.655","349.12300000000005","562.6500000000001","0.1","0","1","1","8.42168402777778","8.618084809027778","5","3","2","0","0","0","0","0","1","2225.6773758244162"
"F","42","false","true","usa","522265","19","8","138","4","0","4","0","4","3","","6","4","","499.09","499.09","382.15","0.1","0","1","1","6.789074074074074","6.817571354166667","4","3.5","3","0","0","0","0","0","0","2472.7578789103745"
"F","47","false","false","usa","522276","5","8","39","2","0","6","0","2","2","","4","2","","1526.8899999999999","3607.8100000000004","844","","1.5","2","2","8.725306712962963","9.049880671296297","3","1.5","2","0","0","1","0","0","0","4005.058097363886"
"F","46","false","false","canada","522286","11","8","85","3","0","5","0","3","3","","6","2","","510.96","510.96","303","","1","1","1","5.6014236111111115","7.667504861111111","3","2","3","0","0","0","0","0","0","2456.541407847552"
"F","34","false","false","usa","522315","17.5","8","132.5","2","0","6","0","2","2","","4","2","","114.905","114.905","393.5","","0","1","1","6.846475694444444","6.9661986111111105","1.5","1","2","0","0","1","0","0","0","706.5768865549329"
"F","47","false","false","usa","522323","11.5","8","85","5","0","3","0","5","4","","8","3","","105.405","105.405","786.6","0.1","0.5","1","1","7.891608796296296","10.726624016203704","3.5","4","4","0","0","0","0","0","0","677.3924453444279"
"F","33","false","false","usa","522364","12.5","8","95","3","0","5","0","3","3","","6","3","","164.94","164.94","294","0.05","1","1","1","6.4824421296296295","6.70117650462963","4","3","3","0","0","0","0","0","0","1422.0714761379274"
"F","37","false","true","usa","522373","15","8","111","2","0","6","0","2","2","","4","2","","742.105","1286.5099999999998","159.5","","0","1.5","1.5","9.05607638888889","9.287748524305556","1.5","1","2","0","0","0","0","0","0","2733.825275131907"
"F","51","false","false","usa","522375","9","8","69","3","0","5","0","3","3","","6","2","","251.57","251.57","1369.8000000000002","0.2","1","1","1","6.919837962962963","7.151397974537037","3","4","3","0","0","2","0","0","0","1426.063805302776"
"F","23","false","false","usa","522387","6.5","8","50.5","1","0","7","0","1","","","0","1","","","","4800","","","","2","","8.179884259259259","","10","0","0","0","0","0","0","0",""
"M","44","false","false","usa","522402","12","8","89.5","3","0","5","0","3","3","","6","2","0.1","67.79","68.24","329.5","","0","1","1.5","7.841631944444444","7.709756539351853","2","1","3","0","0","0","0","0","1","941.0890370165243"
"F","31","true","false","usa","522420","4","9","30","1","1","7","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"M","44","false","true","canada","522426","21","8","156","4","0","4","0","4","4","","8","4","0.05","132.7","132.7","73","","0","1","1","7.230480324074074","7.333809490740741","2.5","1","4","0","0","0","0","0","1","527.6079263207107"
"M","24","false","false","usa","522427","14","8","105","3","0","5","0","3","2","","4","3","0.15","462.04499999999996","425.28975","1210","","0.5","1","1","5.659542824074075","5.097972511574074","6.5","5","2","0","0","0","0","0","0","2689.0306457591737"
"M","55","true","true","canada","522438","26.5","8","195.5","5","0","3","0","5","5","","10","5","","576.44","576.44","241","0.15","0","1","1","4.999918981481481","5.173930439814815","5","3","5","0","0","0","0","1","0","2423.1015523119963"
"M","34","true","false","usa","522441","18","8","135.5","3","0","5","0","3","3","","6","3","","151.33","151.33","99","0.05","1","1","1","6.344814814814815","6.457691898148148","2","1","3","0","0","0","0","0","0","1668.4563523615934"
"F","47","true","false","usa","522445","14","9","104","2","0","7","0","2","1","","2","2","","570.93","570.93","3752.5","","0","1","1.5","7.6359375","17.819549305555554","4","8.5","1","0","0","0","0","0","1","3121.8822624959053"
"F","36","false","true","usa","522457","20","8","146.5","6","0","2","0","6","6","","12","5","0.05","616.375","616.123","402","","0.5","1","1","8.802256944444444","9.236042824074074","3.5","2","6","0","0","0","0","0","1","2948.720492570454"
"M","64","true","false","usa","522465","10.5","8","79","4","0","4","0","4","3","","6","3","0.2","590.27","572.152","78","","2","1","1","8.544803240740741","8.735893344907407","1","1","3","0","0","0","0","0","0","2993.79539580231"
"F","48","true","false","usa","522476","13.5","8","101","5","0","3","0","5","5","","10","4","","390.36","393.23","372","","1","1","1","9.736435185185185","11.272012355324074","4","2.5","5","0","0","0","0","0","0","1580.267654736889"
"F","51","true","false","usa","522484","19","10","141.5","6","0","4","0","6","6","","12","4","","445.46500000000003","583.53","229","0.1","0","1","1","7.199652777777778","6.661342361111111","3.5","3","6","0","0","1","0","0","1","1984.5024660057654"
"F","41","false","false","canada","522513","17","8","125","4","0","4","0","4","2","","4","4","0.2","334.51","334.51","526","","0.5","1","1","5.524027777777778","5.7032944444444444","5.5","4","2","0","0","0","0","0","0","1751.2003767354322"
"F","33","false","true","usa","522523","12.5","8","93","1","0","7","0","1","1","","2","1","","188.13","188.13","166","","0","1","1","5.4745486111111115","5.612935069444444","2","1","1","0","0","0","0","0","0","1082.493354840219"
"F","37","false","false","usa","522532","17.5","8","130.5","5","0","3","0","5","3","","6","5","","94.6","94.6","456","0.05","0","1","1","9.947037037037036","10.213522974537037","4","3","3","0","0","0","0","0","1","1500.1805635237376"
"F","18","false","false","usa","522533","15","8","112.5","3","0","5","0","3","3","","6","3","","731.98","731.98","293","0.1","0","1","1","6.801284722222222","7.091618576388889","3","1","3","0","0","0","0","0","1","6008.547687094655"
"M","41","true","true","canada","522585","11.5","8","84","2","0","6","0","2","2","","4","2","0.2","552.2049999999999","496.326","460.3","0.15","1","1","1","7.865839120370371","8.11982037037037","3.5","2","2","0","0","1","0","0","1","2989.1831119906765"
"F","45","true","false","usa","522607","8.5","8","63","3","0","5","0","3","2","","4","3","0.1","322.18","305.839","1094.8","0.15","1","1","1","7.294224537037037","7.575208333333333","4","4","2","0","0","1","0","0","0","1837.4324274268783"
"F","29","false","false","usa","522624","11","8","82","1","0","7","0","1","","","0","1","","","","4617","0.05","","","2","","12.617175925925926","","30","0","0","0","0","0","0","0",""
"F","31","false","false","usa","522631","8.5","8","64","1","0","7","0","1","1","","2","1","","620.07","620.07","96","","3","1","1","9.007210648148147","9.272226793981481","3","2","1","0","0","0","0","0","0","3738.061846634699"
"F","39","false","false","usa","522633","17.5","8","128","3","0","5","0","3","3","","6","3","","245.3","245.3","228","","0","1","1","7.85599537037037","7.979354745370371","3","1","3","0","0","0","0","0","1","1624.0544516350176"
"F","34","false","false","usa","522634","15","8","108.5","4","0","4","0","4","3","","6","3","0.1","403.15","362.835","1938","0.15","1","1","1","7.809872685185185","8.626203703703704","4","4","3","0","0","2","0","0","0","2177.639191974206"
"F","36","false","false","usa","522639","17.5","8","130.5","2","0","6","0","2","1","1","3","2","0.2","298.655","287.75","1326","","0.5","1","1","7.615150462962964","7.802286140046297","8","5","2","0","0","1","0","0","1","1926.3614389437712"
"F","41","false","true","usa","522654","21.5","8","162","3","0","5","0","3","2","","4","3","0.15","423.495","387.5865","474","","0.5","1","1","7.56900462962963","8.885069444444444","2.5","3","2","0","0","0","0","0","0","2400.6514223444638"
"F","45","true","true","usa","522687","12.5","10","94.5","4","0","6","0","4","3","","6","3","0.1","450.04","450.04","561","","0","1","1","12.581597222222221","5.841254918981481","11","2","3","0","0","0","0","0","0","1216.9853217432571"
"F","40","false","false","usa","522738","13.5","8","100.5","2","0","6","0","2","2","","4","2","0.1","915.655","890.6804999999999","1236.3000000000002","0.15","0","1","1","74.12661458333335","74.47148932291667","10.5","9","2","0","0","0","0","0","0","5223.332271249192"
"F","49","false","false","usa","522745","12.5","8","91","3","0","5","0","3","2","","4","3","","451.975","588.395","1000","","0","1.5","2","5.396574074074074","4.286028587962963","5","3","2","0","0","0","0","0","0","2180.597555375077"
"F","44","true","false","usa","522748","11","9","84","5","0","4","0","5","4","","8","3","0.25","634.37","556.84875","516.8","0.05","1","1","1","7.4488310185185185","7.930495543981482","4","4","4","0","0","1","0","0","1","3238.2119239818667"
"M","40","false","false","usa","522761","20.5","8","153","3","1","4","0","2","2","","4","2","","442.515","724.8","560","","0.5","1.5","1.5","7.554143518518519","7.7341320601851855","3.5","2","2","0","0","1","0","0","0","1901.5629404974761"
"F","48","true","false","usa","522788","9","8","68.5","2","0","6","0","2","","","0","2","","","","448.05","0.05","","","1.5","","9.71671875","","4.5","0","0","0","0","0","0","0",""
